2293	buzón=2;buzón de escalera=2;	post-box=2;letter-box=2;	boîte à lettres=2;boîte aux lettres d'escalier=2;
2294	caballo=2;	horse=2;	cheval=2;
2295	cabra=2;	goat=2;	chèvre=2;
2296	café=2;	coffee=2;	café=2;
2297	cafetera=2;	coffee maker=2;	cafetière=2;
2298	calcetines=2;	socks=2;	chaussettes=2;
2299	calle=2;avenida=2;	street=2;avenue=2;	rue=2;avenue=2;
2300	calor=4;caluroso=4;sofoco=2;sofoco=2;acalorar=3;	heat=4;hot=4;hot flush=2;a big upset=2;to get worked up=3;	chaleur=4;chaud=4;bouffées de chaleur=2;bouffées de chaleur=2;échauffer=3;
2302	calzada=2;carretera=2;	road surface=2;road=2;	chaussée=2;route=2;
2303	calzoncillos=2;calzoncillo=2;	underpants=2;underpants=2;	caleçons=2;caleçon=2;
2304	cama=2;	bed=2;	lit=2;
2305	dromedario=2;	dromedar=2;	dromadaire=2;
2306	camión=2;	lorry=2;	camion=2;
2307	camión de juguete=2;	toy truck=2;	camion pour enfants=2;
2308	camisa=2;vestido=2;	shirt=2;dress=2;	chemise=2;vêtement=2;
2309	camiseta=2;vestido=2;	T-shirt=2;dress=2;	tee-shirt=2;vêtement=2;
2310	camiseta de tirantes=2;camiseta=2;vestido=2;	strap T-shirt=2;undershirt=2;dress=2;	t-shirt à bretelles=2;tee-shirt=2;vêtement=2;
2311	camisón=2;	nightdress=2;	chemise de nuit=2;
2312	cangrejo=2;	crab=2;	crabe=2;
2313	canguro=2;	kangaroo=2;	kangourou=2;
2314	cansado=4;cansado=2;agotado=4;cansar=3;agotar=3;	tired=4;tired=2;exhausted=4;to tire=3;to exhaust=3;	fatigué=4;fatigué=2;épuisé=4;fatiguer=3;épuiser=3;
2315	cantar=3;música=2;	to sing=3;music=2;	chanter=3;musique=2;
2316	carne=2;filete=2;filete de carne=2;carne=2;	meat=2;fillet (fish)=2;steak (meat)=2;steak=2;meat=2;	viande=2;filet=2;filet de viande=2;viande=2;
2317	casa=2;hogar=2;vivienda=2;inmueble=2;domicilio=2;	house=2;home=2;housing=2;property=2;legal residence=2;	maison=2;maison=2;logement=2;immeuble=2;adresse=2;
2318	castañuelas=2;instrumento musical=2;	castanets=2;musical instrument=2;	castagnettes=2;instrument musical=2;
2319	cazadora=2;	jacket=2;	blouson=2;
2320	utensilio de cocina=2;cucharón=2;	kitchen tool=2;ladle=2;	ustensile de cuisine =2;louche=2;
2322	CD Rom=2;CD=2;		CD-Rom=2;CD=2;
2323	cebolla=2;cebolla=2;	onion=2;onion=2;	oignon=2;oignon=2;
2324	cebra=2;	zebra=2;	zèbre=2;
2325	celo=2;	Sellotape=2;	scotch=2;
2326	cepillarse los dientes=3;cepillar los dientes=3;	brush teeth=3;to brush one's teeth=3;	se brosser les dents=3;se brosser les dents=3;
2327	cerdo=2;tocino=2;cochino=2;gorrino=2;	pig=2;pig=2;hog=2;pig=2;	cochon=2;lard=2;cochon=2;
2328	cereales=2;	cereals=2;	céréales=2;
2329	cerezas=2;	cherries=2;	cerises=2;
2330	cerveza=2;	beer=2;	bière=2;
2331	champiñones=2;	mushrooms=2;	champignons=2;
2332	chándal=2;vestido=2;	tracksuit=2;dress=2;	survêtement=2;vêtement=2;
2333	chimenea=2;	chimney=2;	cheminée=2;
2334	chocolate=2;	chocolate=2;	chocolat=2;
2335	chorizo=2;	chorizo (sausage)=2;	chorizo=2;
2336	cinturón=2;correa=2;	belt=2;belt=2;	ceinture=2;courroie=2;
2337	cisne=2;	swan=2;	cygne=2;
2338	Coca-Cola=2;refresco=2;	soft drink=2;	Coca-Cola=2;boisson fraîche=2;
2339	coche=2;automóvil=2;vehículo=2;auto=2;turismo=2;coche=2;	car=2;car=2;vehicle=2;car=2;family touring car=2;car=2;	voiture=2;voiture=2;véhicule=2;voiture=2;tourisme=2;voiture=2;
2340	coche de juguete=2;coche=2;auto=2;turismo=2;automóvil=2;vehículo=2;coche=2;	toy car=2;car=2;car=2;family touring car=2;car=2;vehicle=2;car=2;	voiture pour enfants=2;voiture=2;voiture=2;tourisme=2;voiture=2;véhicule=2;voiture=2;
2341	cocina=2;	stove=2;	cuisine=2;
2342	cocinar=3;guisar=3;	to cook=3;to stew=3;	cuisiner=3;rôtir=3;
2343	cocodrilo=2;	crocodile=2;	crocodile=2;
2344	cohete=2;nave espacial=2;	rocket=2;spaceship=2;	fusée=2;vaisseau spatial=2;
2345	colador=2;	sieve=2;	passoire=2;
2346	colchoneta=2;	airbed=2;	matelas gonflable=2;
2347	collar=2;joya=2;	collar=2;jewel=2;	collier=2;bijou=2;
2348	colorear=3;pintar=3;	to colour=3;to paint=3;	colorier=3;peindre=3;
2349	comer=3;tomar=3;	to eat=3;to have=3;	manger=3;prendre=3;
2350	cometa=2;	comet=2;	cerf-volant=2;
2351	conejo=2;	rabbit=2;	lapin=2;
2352	confundido=4;confuso=4;confundir=3;	confused=4;confused=4;to confuse=3;	s'être trompé=4;confus=4;confondre=3;
2353	conserje=2;portero=2;	receptionist=2;caretaker=2;	concierge=2;concierge=2;
2354	consola=2;	console=2;	console=2;
2355	contenedor=2;	container=2;	benne=2;
2356	copa=2;	glass=2;	verre=2;
2357	cortinas=2;	curtains=2;	rideaux=2;
2358	croissant=2;cruasán=2;	croissant=2;croissant=2;	croissant=2;croissant=2;
2359	cuaderno=2;cuaderno=2;	logbook=2;exercise book=2;	cahier=2;cahier=2;
2360	cuadro=2;obra=2;	painting=2;work=2;	tableau=2;oeuvre=2;
2361	cubo y pala=2;cubo=2;pala=2;	bucket and spade=2;bucket=2;spade=2;	sceau et pelle=2;sceau=2;pelle=2;
2362	cuchara=2;utensilio de cocina=2;	spoon=2;kitchen tool=2;	cuillère=2;ustensile de cuisine =2;
2363	cucharón=2;utensilio de cocina=2;	ladle=2;kitchen tool=2;	louche=2;ustensile de cuisine =2;
2364	cuento=2;	tale=2;	conte=2;
2366	delantal=2;mandil=2;	apron=2;apron=2;	tablier=2;tablier=2;
2367	doler=3;dolor=2;dolor de cabeza=2;pupa=2;sufrir=3;soportar=3;dolor fuerte=2;	hurt=3;paint fingernails=2;headache=2;hurt oneself=2;to suffer=3;to endure=3;strong pain=2;	faire mal=3;douleur=2;mal de tête=2;bobo=2;souffrir=3;supporter=3;forte douleur=2;
2368	donuts=2;donut=2;	donut=2;	donuts=2;donut=2;
2369	dormir=3;	to sleep=3;	dormir=3;
2370	ducha=2;ducha=2;	shower=2;shower=2;	douche=2;douche=2;
2371	ducharse=3;duchar=3;	to shower=3;to have a shower=3;	se doucher=3;doucher=3;
2372	elefante=2;	elephant=2;	éléphant=2;
2373	enchufe=2;	plug=2;	prise de courant=2;
2374	enfadado=4;enojado=4;furioso=4;enfadar=3;enojar=3;irritar=3;irritado=4;encolerizar=3;enfado=2;expresión=2;enfadarse=3;	angry=4;angry=4;furious=4;to make angry=3;to make angry=3;to get annoyed=3;annoyed=4;to infuriate=3;anger=2;expression=2;to get angry with=3;	fâché=4;vexé=4;furieux=4;se facher=3;mettre en colère=3;irriter=3;irrité=4;mettre en colère=3;colère=2;expression=2;
2375	enfermera=2;ATS=2;	nurse=2;RGN (Registered General Nurse)=2;	infirmière=2;Auxiliaire Médical=2;
2376	enfermo=4;enfermar=3;enfermedad=2;paciente=2;	ill=4;become ill=3;illness=2;patient=2;	malade=4;tomber malade=3;maladie=2;patient=2;
2377	ensalada=2;	salad=2;	salade=2;
2378	equipo de música=2;	music system=2;	chaîne hi-fi=2;
2379	escalera=2;escalones=2;	stairs=2;steps=2;	escalier=2;escaliers=2;
2380	escribir=3;escribir=3;escritura=2;	to write=3;write=3;writing=2;	écrire=3;écrire=3;écriture=2;
2381	escuchar=3;oír=3;	to listen=3;to hear=3;	écouter=3;entendre=3;
2382	escurridor=2;	colander (food)=2;mangle (clothes)=2;	passoire=2;
2383	espaguetis=2;	spaghetti=2;	spaghettis=2;
2384	espárragos=2;	asparagus=2;	asperge=2;
2385	espejo=2;reflejarse=3;ver=3;verse=3;mirarse al espejo=3;	mirror=2;to be reflected=3;to see=3;to see oneself=3;to look in the mirror=3;	miroir=2;se refléter=3;voir=3;se voir=3;se regarder dans la glace=3;
2386	estantería=2;	shelves=2;shelf unit=2;	étagère=2;
2387	estudiar=3;estudio=2;	study=3;study=2;	étudier=3;étude=2;
2389	estufa eléctrica=2;cálido=4;estufa=2;	electric heater=2;warm=4;stove=2;	poêle électrique=2;chaud=4;radiateur=2;
2390	excavadora=2;	excavator=2;	pelleteuse=2;
2391	falda=2;vestido=2;	skirt=2;dress=2;	robe=2;vêtement=2;
2392	familia=2;	family=2;	famille=2;
2393	farola=2;	light post=2;	lampadaire=2;
2394	figuritas=2;	figures=2;	figurines=2;
2395	fisioterapeuta=2;	physiotherapist=2;	kinésithérapeute=2;
2396	flauta=2;instrumento musical=2;	flute=2;musical instrument=2;	flûte=2;instrument musical=2;
2397	foca=2;	seal=2;	phoque=2;
2398	folios=2;papel=2;	sheets=2;paper=2;	feuilles=2;papier=2;
2399	fregadero=2;	kitchen sink=2;	évier=2;
2400	fresa=2;fresa=2;	strawberry=2;strawberry=2;	fraise=2;fraise=2;
2401	frío=4;	cold=4;	froid=4;
2402	galletas=2;	biscuits=2;	galettes=2;
2403	gallina=2;	chicken=2;	poule=2;
2404	gallo=2;	chicken=2;	coq=2;
2405	garbanzos=2;garbanzos=2;legumbres=2;legumbres=2;	chickpeas=2;chickpea=2;pulses=2;pulses=2;	pois chiches=2;pois chiches=2;légumes secs=2;légumes secs=2;
2406	gato=2;minino=2;	cat=2;pussy=2;	chat=2;minet=2;
2407	globo aerostático=2;globo=2;	dirigible balloon or airship=2;balloon=2;	ballon aérostatique=2;ballon=2;
2408	globos=2;globo=2;	balloons=2;balloon=2;	ballons=2;ballon=2;
2409	goma=2;	rubber=2;	gomme=2;
2410	gorila=2;	gorilla=2;	gorille=2;
2411	gorra=2;	cap=2;	casquette=2;
2412	gorro=2;vestido=2;	cap=2;dress=2;	bonnet=2;vêtement=2;
2413	grapadora=2;	stapler=2;	agrafeuse=2;
2414	grifo=2;	tap=2;	robinet=2;
2415	guantes=2;vestido=2;	gloves=2;dress=2;	gants=2;vêtement=2;
2417	guitarra=2;instrumento musical=2;	guitar=2;musical instrument=2;	guitare=2;instrument musical=2;
2418	probar=3;gustar=3;catar=3;	to taste=3;to like=3;to taste=3;	goûter=3;aimer=3;goûter=3;
2419	hamburguesa=2;	hamburger=2;	hamburger=2;
2420	helado=2;	ice-cream=2;	glace=2;
2421	helicóptero=2;	helicopter=2;	hélicoptère=2;
2422	hermana=2;	sister=2;	sœur=2;
2423	hermano=2;	brother=2;	frère=2;
2424	hipopótamo=2;	hippopotamus=2;	hippopotame=2;
2425	hormiga=2;	ant=2;	fourmi=2;
2426	horno=2;	oven=2;	four=2;
2427	huevo=2;huevo=2;	egg=2;egg=2;	œuf=2;œuf=2;
2428	huevo frito=2;	fried egg=2;	œuf à la poêle=2;
2429	infusión=2;infusión=2;infusión=2;	tea=2;tea=2;tea=2;	infusion=2;infusion=2;infusion=2;
2430	inodoro=2;váter=2;taza=2;retrete=2;servicio=2;water=2;	toilet=2;toilet=2;toilet bowl=2;toilet=2;bathroom=2;lavatory=2;toilet=2;toilet=2;	toilettes=2;water=2;cuve=2;wc=2;toilettes=2;water=2;
2431	interruptor=2;	switch=2;	interrupteur=2;
2432	ir=3;dirigir=3;	to go=3;to direct=3;	aller=3;diriger=3;
2433	jamón=2;	ham=2;	jambon=2;
2434	jardín=2;	garden=2;	jardin=2;
2435	jarra=2;	jug=2;	carafe=2;
2436	jersey=2;	jersey=2;	pull-over=2;
2437	jirafa=2;	giraffe=2;	girafe=2;
2438	judías verdes=2;	green beans=2;	haricots verts=2;
2439	jugar=3;juguetear=3;	to play=3;to frolic=3;	jouer=3;jouer=3;
2440	lápiz=2;lapicero=2;	pencil=2;propelling pencil=2;	crayon=2;crayon=2;
2441	lavabo=2;	washbasin=2;	lavabo=2;
2442	lavadora=2;	washing machine=2;	machine à laver=2;
2443	lavar las manos=3;lavar=3;enjabonar=3;lavarse=3;	to wash one's hands=3;to wash=3;to soap=3;to wash oneself=3;	laver les mains=3;laver=3;savonner=3;se laver=3;
2444	lavavajillas=2;lavar los platos=3;lavar=3;	dishwasher=2;to wash the dishes=3;to wash=3;	lave-vaisselle=2;laver les assiettes=3;laver=3;
2445	leche=2;	milk=2;	lait=2;
2446	lechuga=2;	lettuce=2;	laitue=2;
2447	leer=3;lectura=2;	to read=3;reading=2;	lire=3;lecture=2;
2448	lentejas=2;lentejas=2;legumbres=2;legumbres=2;	lentils=2;lentils=2;pulses=2;pulses=2;	lentilles=2;lentilles=2;légumes secs=2;légumes secs=2;
2449	león=2;	lion=2;	lion=2;
2450	libro=2;	book=2;	livre=2;
2451	llaves=2;	keys=2;	clés=2;
2454	logopeda=2;logopedia=2;	speech therapist=2;speech therapy=2;	orthophoniste=2;logopédie=2;
2455	macarrones=2;	macaroni=2;	macaronis=2;
2456	maestra=2;profesora=2;clase=2;	woman teacher=2;teacher (female)=2;class=2;	maîtresse=2;professeur=2;cours=2;
2457	maestro=2;profesor=2;clase=2;	male teacher=2;teacher (male)=2;class=2;	maître=2;professeur=2;cours=2;
2458	mamá=2;madre=2;	mum=2;mother=2;	maman=2;mère=2;
2459	manta=2;cálido=4;	blanket=2;warm=4;	couverture=2;chaud=4;
2460	mantel=2;	tablecloth=2;	nappe=2;
2461	mantequilla=2;manteca=2;	butter=2;lard=2;	beurre=2;beurre=2;
2462	manzana=2;	apple=2;	pomme=2;
2463	maracas=2;instrumento musical=2;	maracas=2;musical instrument=2;	maracas=2;instrument musical=2;
2464	mareado=4;marear=3;marearse=3;	dizzy=4;to feel dizzy=3;to feel sick=3;	mal au cœur=4;faire tourner la tête=3;avoir la tête qui tourne=3;
2465	mariposa=2;	butterfly=2;	papillon=2;
2466	medias=2;	tights=2;	collants=2;
2467	médico=2;doctor=2;	doctor=2;doctor=2;	médecin=2;docteur=2;
2468	melocotón=2;	peach=2;	pêche=2;
2469	melón=2;	melon=2;	melon=2;
2470	mermelada=2;	jam=2;	confiture=2;
2471	mesa de ping pong=2;mesa de tenis=4;	ping pong table=2;tennis table=4;	table de ping-pong=2;table de tennis=4;
2472	metro=2;	metro / underground train=2;	mètre=2;
2473	microondas=2;	microwave=2;	micro-ondes=2;
2474	mirar=3;mirar=3;ver=3;observar=2;mirada=2;	look at / watch=3;to look=3;to see=3;to observe=2;sight=2;	regarder=3;regarder=3;voir=3;observer=2;regard=2;
2475	mochila=2;	rucksack=2;	sac à dos=2;
2476	monitora=2;cuidadora=2;	monitor=2;carer=2;	monitrice=2;soigneuse=2;
2477	mono=2;	monkey=2;	singe=2;
2478	mosca=2;	fly=2;	mouche=2;
2479	mosquito=2;	mosquito=2;	moustique=2;
2480	moto=2;motocicleta=2;	motorbike=2;motorbike=2;	moto=2;motocyclette=2;
2482	muñeca=2;muñeco=2;	doll=2;doll=2;	poupée=2;bonhomme=2;
2483	naranja=2;	orange=2;	orange=2;
2484	niña=2;chica=2;cría=2;	girl=2;girl=2;baby=2;	fille=2;fille=2;petite fille=2;
2485	niño=2;chico=2;crío=2;	boy=2;boy=2;baby=2;	enfant=2;garçon=2;petit garçon=2;
2486	oler=3;olfatear=3;husmear=3;	smell=3;to sniff=3;to sniff around=3;	sentir=3;flairer=3;flairer=3;
2487	ordenador=2;computador=2;computadora=2;	computer=2;computer=2;computer=2;	ordinateur=2;ordinateur =2;ordinateur =2;
2488	oso=2;	bear=2;	ours=2;
2489	oveja=2;cordero=2;	sheep=2;lamb=2;	mouton=2;agneau=2;
2490	pájaro=2;ave=2;	bird=2;bird=2;	oiseau=2;oiseau=2;
2492	pala=2;pala de tenis mesa=2;raqueta de ping-pong=2;paleta=2;	racquet=2;table-tennis racket=2;paddle=2;ping pong bat=2;	raquette=2;raquette de ping-pong=2;raquette de pings-pong =2;raquette=2;
2493	paloma=2;	pigeon=2;	pigeon=2;
2494	pan=2;pan blanco=2;pan francés=2;	bread=2;white bread=2;French bread=2;	pain=2;pain blanc=2;pain français=2;
2495	pandero=2;	tambourine=2;	tambour de basque=2;
2496	paño de cocina=2;paño=2;	kitchen cloth=2;cloth=2;	torchon=2;chiffon=2;
2497	papá=2;padre=2;padre e hijo=2;	dad=2;father=2;father and son=2;	papa=2;père=2;père et fils=2;
2498	papelera=2;	wastepaper basket=2;	corbeille=2;
2499	parada=2;	stop=2;	arrêt=2;
2500	paraguas=2;	umbrella=2;	parapluie=2;
2501	parchís=2;	ludo=2;	jeu des petits chevaux=2;
2502	pastel=2;	cake=2;	gâteau=2;
2503	patata=2;	potato=2;	pomme de terre=2;
2505	patatas fritas=2;patatas=2;	fried potatoes (crisps)=2;potatoes=2;	frites=2;pommes de terre=2;
2506	patines=2;	skates=2;	patins=2;
2507	monopatín=2;patineta=2;patín=2;	skateboard=2;skateboard=2;skate=2;	skate=2;trottinette=2;trotinette=2;
2508	patinete=2;	scooter=2;	trottinette=2;
2509	pavo=2;	turkey=2;	dinde=2;
2510	pegamento=2;	glue=2;	colle=2;
2511	pegar=3;	to paste=3;	coller=3;
2512	peinarse=3;peinar=3;	comb=3;to comb=3;	se coiffer=3;coiffer=3;
2514	pelota de tenis=2;	tennis ball=2;	balle de tennis=2;
2515	pendientes=2;aretes=2;joya=2;joyas=2;	ear-rings=2;earrings=2;jewel=2;jewelry=2;	boucles d'oreilles=2;anneaux=2;bijou=2;bijoux=2;
2517	perro=2;can=2;	dog=2;dog=2;	chien=2;chien=2;
2518	persiana=2;	Persian blinds=2;	volet=2;
2519	pescado=2;	fish=2;	poisson=2;
2520	pez=2;pez=2;	fish=2;fish=2;	poisson=2;poisson=2;
2521	piano=2;instrumento musical=2;	piano=2;musical instrument=2;	piano=2;instrument musical=2;
2522	pijama=2;	pyjama=2;	pyjama=2;
2523	pincel=2;	paintbrush=2;	pinceau=2;
2525	piña=2;	pineapple=2;	ananas=2;
2526	pizarra=2;	blackboard=2;	tableau=2;
2527	pizza=2;	pizza=2;	pizza=2;
2528	plancha=2;	ironing board=2;	fer à repasser=2;
2529	plastilina=2;	plasticine=2;	pâte à modeler=2;
2530	plátano=2;	banana=2;	banane=2;
2531	platillos=2;instrumento musical=2;	cymbals=2;musical instrument=2;	cymbale=2;instrument musical=2;
2532	plato=2;	plate=2;	assiette=2;
2533	pollito=2;pollo=2;	chick=2;chicken=2;	poussin=2;poulet=2;
2534	muslo de pollo=2;	thigh=2;	cuisse de poulet=2;
2535	portería=2;	goal=2;	buts=2;
2537	pulsera=2;	wristband=2;	bracelet=2;
2538	punzón=2;	hole punch=2;	poinçon=2;
2539	puré=2;	mash / purée=2;	purée=2;
2540	puzzle=2;	puzzle=2;	puzzle=2;
2541	queso=2;	cheese=2;	fromage=2;
2542	rampa=2;	ramp=2;	rampe=2;
2543	rana=2;	frog=2;	grenouille=2;
2544	raqueta=2;raqueta de tenis=2;	racquet=2;tennis racquet=2;	raquette=2;raquette de tennis=2;
2545	rasgar=3;	rip=3;	déchirer=3;
2546	ratón=2;roedor=2;	mouse=2;rodent=2;	souris=2;rongeur=2;
2547	recortar=3;cortar=3;cortar=3;	trim=3;to cut=3;cut=3;	découper=3;couper=3;couper=3;
2548	red=2;	net=2;	filet=2;
2549	reloj=2;	clock/watch=2;	montre=2;
2550	rinoceronte=2;	rhinoceros=2;	rhinocéros=2;
2551	sábanas=2;	sheets=2;	draps=2;
2552	sacacorchos=2;	corkscrew=2;	tire-bouchon=2;
2553	sacapuntas=2;sacaminas=2;	pencil sharpener=2;sharpener=2;	taille-crayon=2;taille-crayon=2;
2554	sal=2;salero=2;	salt=2;saltcellar=2;	sel=2;salière=2;
2555	salchichas=2;	sausage=2;	saucisses=2;
2556	sandalias=2;	sandals=2;	sandales=2;
2557	sandía=2;	watermelon=2;	pastèque=2;
2558	sartén=2;	frying pan=2;	poêle=2;
2559	saxofón=2;	saxophone=2;	saxophone=2;
2560	secador de pelo=2;secador=2;	hair dryer=2;hairdryer=2;	sèche-cheveux=2;sèche-cheveux=2;
2561	pera=2;	pear=2;	poire=2;
2562	periquito=2;	parakeet=2;	perruche=2;
2563	pato=2;	duck=2;	canard=2;
2564	pandereta=2;	tambourine=2;	tambourin=2;
2565	pantalones=2;vestido=2;	trousers=2;dress=2;	pantalon=2;vêtement=2;
2566	secar las manos=3;secar=3;	to dry one's hands=3;to dry=3;	essuyer les mains=3;sécher=3;
2567	semáforo=2;	traffic lights=2;	feu=2;
2568	serpiente=2;culebra=2;	snake=2;snake=2;	serpent=2;couleuvre=2;
2569	servilleta=2;	napkin=2;	serviette=2;
2570	sillón=2;	armchair=2;	fauteuil=2;
2571	sofá=2;	sofa=2;	canapé=2;
2572	sombrero=2;	hat=2;	chapeau=2;
2573	sopa=2;	soup=2;	soupe=2;
2574	sorprendido=4;	surprised=4;	surpris=4;
2575	suelo=2;suelo=2;	levelled ground=2;floor=2;	sol=2;sol=2;
2576	sujetador=2;sostén=2;	bra=2;bra=2;	soutien-gorge=2;soutien-gorge=2;
2577	tabla de planchar=2;	ironing board=2;	table à repasser=2;
2578	tambor=2;instrumento musical=2;	drum=2;musical instrument=2;	tambour=2;instrument musical=2;
2579	tarta=2;	cake=2;	tarte=2;
2580	taxi=2;	taxi=2;	taxi=2;
2581	taza de café=2;	coffee cup=2;	tasse de café=2;
2582	taza=2;	cup=2;	tasse=2;
2583	techo=2;	ceiling=2;	toit=2;
2584	tejado=2;	roof=2;	toit=2;
2585	teléfono=2;	telephone=2;	téléphone=2;
2586	móvil=2;teléfono=2;teléfono móvil=4;celular=2;	mobile phone=2;telephone=2;mobile phone=4;mobile phone=2;	portable=2;téléphone=2;téléphone portable=4;téléphone portable=2;
2587	televisión=2;tele=2;televisor=2;	television=2;television=2;television=2;	télévision=2;télé=2;téléviseur=2;
2588	tenedor=2;utensilio de cocina=2;	fork=2;kitchen tool=2;	fourchette=2;ustensile de cuisine =2;
2589	tiburón=2;	shark=2;	requin=2;
2590	tigre=2;	tiger=2;	tigre=2;
2591	tijeras=2;	scissors=2;	ciseaux=2;
2592	timbre=2;	electric bell=2;	sonnette=2;
2593	toalla=2;	towel=2;	serviette de bain=2;
2594	tomate=2;	tomato=2;	tomate=2;
2595	toro=2;	bull=2;	taureau=2;
2596	tortuga=2;galápago=2;	tortoise=2;giant turtle=2;	tortue=2;tortue d'eau douce=2;
2598	tostadora=2;	toaster=2;	grille-pain=2;
2599	trabajar=3;	to work=3;	travailler=3;
2600	tractor=2;	tractor=2;	tracteur=2;
2601	traje de baño=2;bañador=2;bañador=2;	swim-suit=2;bathing costume=2;swimsuit=2;	maillot de bain=2;maillot de bain=2;maillot de bain=2;
2602	tranvía=2;	tram=2;	tramway=2;
2603	tren=2;	train=2;	train=2;
2604	triángulo=2;instrumento musical=2;	triangle=2;musical instrument=2;	triangle=2;instrument musical=2;
2605	triciclo=2;	tricycle=2;	tricycle=2;
2606	triste=4;deprimido=4;tristeza=2;apenado=4;expresión=2;infeliz=4;desdichado=4;	sad=4;depressed=4;sadness=2;ashamed=4;expression=2;unhappy=4;unhappy=4;unlucky=4;unfortunate=4;	triste=4;déprimé=4;tristesse=2;affligé=4;expression=2;malheureux=4;malheureux=4;
2607	trompeta=2;instrumento musical=2;	trumpet=2;musical instrument=2;	trompette=2;instrument musical=2;
2608	tú=6;usted=6;	you=6;you=6;	tu=6;vous=6;
2609	vaca=2;	cow=2;	vache=2;
2610	vaso=2;	glass=2;	verre=2;
2611	ventana=2;ventana=2;	window=2;window=2;	fenêtre=2;fenêtre=2;
2612	ventilador=2;aparato=2;	fan=2;machine=2;device=2;	ventilateur=2;appareil=2;
2613	vestido=2;vestido=2;	dress=2;dress=2;	vêtement=2;vêtement=2;
2614	vino=2;	wine=2;	vin=2;
